(2479.52,2310.01) , (2723.39,2247.76)
(2479.52,2310.01) , (2443.77,2175.85)
(2479.52,2310.01) , (2521.68,2167.90)
(2343.87,2186.27) , (2382.60,2335.54)
(2343.87,2186.27) , (2301.66,2191.25)
(2343.87,2186.27) , (2443.77,2175.85)
(673.48,2195.16) , (699.66,2229.91)
(673.48,2195.16) , (647.69,2159.13)
(673.48,2195.16) , (756.55,2138.63)
(1367.53,3127.84) , (1375.60,3125.30)
(1367.53,3127.84) , (1360.77,3135.51)
(1482.40,2727.14) , (1514.44,2694.01)
(1482.40,2727.14) , (1440.19,2800.48)
(0.00,1690.75) , (2.02,1691.53)
(3187.06,1040.67) , (3191.63,1043.18)
(3187.06,1040.67) , (3166.31,1029.22)
(2137.78,1036.84) , (2072.22,1048.10)
(2137.78,1036.84) , (2112.62,970.61)
(3113.60,1812.90) , (3132.09,1819.13)
(3113.60,1812.90) , (3119.74,1831.89)
(3113.60,1812.90) , (3097.35,1802.65)
(3113.60,1812.90) , (3104.43,1791.54)
(2002.01,1208.28) , (1875.21,1300.78)
(2002.01,1208.28) , (2063.75,1293.53)
(2002.01,1208.28) , (1959.77,1147.80)
(2002.01,1208.28) , (2132.64,1116.61)
(3026.95,2554.04) , (3044.99,2578.17)
(3026.95,2554.04) , (3038.03,2547.13)
(3026.95,2554.04) , (3007.76,2545.77)
(3400.53,2456.96) , (3372.03,2470.21)
(3400.53,2456.96) , (3411.07,2420.49)
(3400.53,2456.96) , (3440.97,2433.46)
